generation,rateshifts,jumps,rootstate,jumpvariance
2429000,0,1,-0.485301,0
2430000,0,1,-0.849778,0
2431000,1,1,-1.02519,0
2432000,0,1,-1.42346,0
2433000,0,1,-0.886579,0
2434000,0,1,0.583428,0
2435000,0,1,-0.202852,0
2436000,1,1,0.334908,0
2437000,0,1,0.334908,0
2438000,0,1,0.334908,0
2439000,0,1,0.334908,0
2440000,0,1,0.236905,0
2441000,2,1,0.236905,0
2442000,4,1,-0.184832,0
2443000,0,1,-0.184832,0
2444000,0,1,-0.0937538,0
2445000,1,1,0.0654725,0
2446000,0,1,0.0654725,0
2447000,1,1,-0.369947,0
2448000,0,1,-0.593179,0
2449000,0,1,-0.663507,0
2450000,1,2,-0.663507,0
2451000,1,1,-0.663507,0
2452000,0,1,-0.663507,0
2453000,1,1,-0.123848,0
2454000,1,1,1.03071,0
2455000,0,1,0.71821,0
2456000,0,2,0.575717,0
2457000,0,1,0.41494,0
2458000,0,1,0.41494,0
2459000,0,1,0.41494,0
2460000,0,1,0.160929,0
2461000,1,2,0.160929,0
2462000,0,1,0.160929,0
2463000,0,1,0.160929,0
2464000,2,1,0.279638,0
2465000,0,1,0.23341,0
2466000,2,1,0.23341,0
2467000,1,1,0.23341,0
2468000,0,1,0.23341,0
2469000,2,1,0.251278,0
2470000,0,1,0.980781,0
2471000,1,2,-0.406693,0
2472000,1,2,-0.406693,0
2473000,2,2,0.681745,0
2474000,0,1,0.681745,0
2475000,0,1,0.681745,0
2476000,0,1,0.681745,0
2477000,0,1,0.764731,0
2478000,1,2,-0.289556,0
2479000,0,1,-0.411328,0
2480000,0,1,0.020533,0
2481000,0,1,-0.625834,0
2482000,0,1,-0.625834,0
2483000,0,2,-0.0538745,0
2484000,1,1,-0.0538745,0
2485000,0,4,-0.0075091,0
2486000,0,1,-0.296891,0
2487000,0,1,-0.302268,0
2488000,0,1,-0.329567,0
2489000,0,1,-0.711008,0
2490000,0,1,-0.711008,0
2491000,1,1,-0.0329209,0
2492000,0,1,-0.404451,0
2493000,0,1,-0.556095,0
2494000,0,2,-0.0386298,0
2495000,1,1,-0.667252,0
2496000,1,1,-0.714243,0
2497000,0,1,-0.7957,0
2498000,1,1,-0.281371,0
2499000,0,1,0.0900552,0
2500000,1,1,0.0900552,0
2501000,0,1,0.0900552,0
2502000,0,2,-0.574475,0
2503000,0,1,-0.574475,0
2504000,0,2,-0.574475,0
2505000,0,1,-0.0786115,0
2506000,0,1,-0.0786115,0
2507000,0,1,-0.546621,0
2508000,0,1,-0.780223,0
2509000,0,2,-0.631666,0
2510000,1,1,-1.0334,0
2511000,0,1,-0.645012,0
2512000,0,1,-0.645012,0
2513000,0,2,-0.645012,0
2514000,0,1,-0.645012,0
2515000,0,1,-0.603698,0
2516000,0,1,-0.603698,0
2517000,2,2,0.0782059,0
2518000,1,2,0.0782059,0
2519000,2,1,0.271306,0
2520000,0,1,0.271306,0
2521000,0,1,0.271306,0
2522000,0,1,0.180841,0
2523000,0,1,0.180841,0
2524000,1,2,0.0209451,0
2525000,2,1,0.0209451,0
2526000,1,1,-0.564606,0
2527000,0,2,-0.703162,0
2528000,0,2,-0.703162,0
2529000,0,1,-0.308623,0
2530000,0,1,-0.308623,0
2531000,0,1,0.390728,0
2532000,3,1,0.315252,0
2533000,1,1,0.315252,0
2534000,1,1,0.749011,0
2535000,0,1,0.128905,0
2536000,0,1,0.818192,0
2537000,0,1,0.17392,0
2538000,0,1,1.02021,0
2539000,0,2,-0.469915,0
2540000,1,3,-0.542783,0
2541000,1,2,-0.542783,0
2542000,1,1,-0.542783,0
2543000,0,1,0.147684,0
2544000,0,1,0.0824668,0
2545000,0,2,-0.67286,0
2546000,0,2,-0.67286,0
2547000,0,1,-0.67286,0
2548000,0,1,-0.67286,0
2549000,0,1,0.121663,0
2550000,0,1,1.16596,0
2551000,0,1,1.16596,0
2552000,0,2,1.16596,0
2553000,0,1,1.16596,0
2554000,1,2,0.825464,0
2555000,1,2,0.147864,0
2556000,2,1,1.16811,0
2557000,1,2,1.16811,0
2558000,0,1,1.16811,0
2559000,0,1,1.9349,0
2560000,0,2,1.99033,0
2561000,0,1,2.36544,0
2562000,1,1,2.36544,0
2563000,2,1,2.36544,0
2564000,0,1,1.26305,0
2565000,1,1,1.80392,0
2566000,1,1,0.97968,0
2567000,1,1,0.149993,0
2568000,1,1,1.13408,0
2569000,1,2,0.937126,0
2570000,0,1,0.439193,0
2571000,0,1,0.439193,0
2572000,0,1,1.12608,0
2573000,1,1,1.17201,0
2574000,0,4,1.17201,0
2575000,1,1,1.17201,0
2576000,1,1,1.77997,0
2577000,0,1,1.2292,0
2578000,2,1,1.2292,0
2579000,0,1,1.0875,0
2580000,1,1,0.0905625,0
2581000,0,1,0.256094,0
2582000,0,1,-0.105259,0
2583000,2,2,-0.290041,0
2584000,0,1,0.140404,0
2585000,1,1,1.00758,0
2586000,0,1,1.00758,0
2587000,0,1,1.71651,0
2588000,0,1,1.74132,0
2589000,0,1,1.52673,0
2590000,0,1,0.7677,0
2591000,0,1,0.683925,0
2592000,1,2,0.683925,0
2593000,0,2,1.23724,0
2594000,0,2,-0.000643116,0
2595000,0,1,-0.0292666,0
2596000,0,1,1.06435,0
2597000,0,1,1.06435,0
2598000,0,1,0.8059,0
2599000,0,1,1.54484,0
2600000,1,1,1.54484,0
2601000,2,1,1.54484,0
2602000,0,1,0.935148,0
2603000,0,1,0.957067,0
2604000,1,2,0.956131,0
2605000,0,2,0.956131,0
2606000,0,2,0.956131,0
2607000,0,2,0.88277,0
2608000,0,2,0.88277,0
2609000,1,3,0.994485,0
2610000,3,2,1.10287,0
2611000,2,2,1.10287,0
2612000,1,2,0.704446,0
2613000,0,2,0.852443,0
2614000,1,2,0.770324,0
2615000,1,2,1.35745,0
2616000,1,2,0.422373,0
2617000,0,2,0.422373,0
2618000,0,2,-0.448418,0
2619000,0,3,-0.320169,0
2620000,1,1,-0.320169,0
2621000,0,1,0.329947,0
2622000,0,1,-0.767874,0
2623000,0,1,-0.767874,0
2624000,0,1,0.214572,0
2625000,0,1,-0.261939,0
2626000,0,1,0.327632,0
2627000,1,1,0.668457,0
2628000,1,1,0.569747,0
2629000,1,1,0.569747,0
2630000,0,1,1.15687,0
2631000,2,2,1.15687,0
2632000,1,1,1.15687,0
2633000,0,1,1.02459,0
2634000,0,2,1.19179,0
2635000,1,1,0.531788,0
2636000,0,1,0.284795,0
2637000,0,1,0.310907,0
2638000,0,2,0.0582045,0
2639000,2,1,0.38758,0
2640000,4,1,0.38758,0
2641000,1,1,0.38758,0
2642000,1,1,0.730131,0
2643000,0,1,0.730131,0
2644000,0,1,0.486976,0
2645000,2,2,0.486976,0
2646000,0,1,0.486976,0
2647000,0,1,0.465831,0
2648000,0,1,-0.173801,0
2649000,0,1,-0.173801,0
2650000,1,1,-0.173801,0
2651000,0,1,0.621433,0
2652000,0,1,-0.140079,0
2653000,0,1,-0.140079,0
2654000,1,1,-0.140079,0
2655000,0,1,-0.627996,0
2656000,1,1,-0.627996,0
2657000,0,1,-0.627996,0
2658000,0,2,0.916468,0
2659000,1,2,0.196214,0
2660000,1,2,0.405709,0
2661000,2,1,0.405709,0
2662000,0,1,0.34092,0
2663000,0,1,0.332922,0
2664000,0,1,0.332922,0
2665000,0,1,0.166926,0
2666000,0,2,0.281373,0
2667000,1,1,0.281373,0
2668000,0,1,0.281373,0
2669000,1,1,0.517694,0
2670000,1,1,0.0231288,0
2671000,1,1,-0.468983,0
2672000,0,1,-0.221348,0
2673000,0,1,0.136712,0
2674000,0,1,0.136712,0
2675000,0,1,0.507052,0
2676000,0,1,0.601021,0
2677000,0,1,0.601021,0
2678000,0,1,0.602317,0
2679000,0,1,0.602317,0
2680000,0,1,0.602317,0
2681000,1,1,-0.18157,0
2682000,0,1,-0.194013,0
2683000,0,1,1.69563,0
2684000,0,1,1.31555,0
2685000,0,1,0.356687,0
2686000,1,1,-0.109714,0
2687000,0,2,-0.109714,0
2688000,0,1,0.62517,0
2689000,1,1,0.751716,0
2690000,0,1,0.751716,0
2691000,1,1,1.10328,0
2692000,1,1,-0.544377,0
2693000,0,1,0.737496,0
2694000,0,2,0.814694,0
2695000,2,1,0.0864129,0
2696000,0,1,0.0864129,0
2697000,0,1,0.0864129,0
2698000,1,1,-1.13149,0
2699000,1,1,-1.13149,0
2700000,0,1,-0.415536,0
2701000,2,1,0.650403,0
2702000,2,5,0.673506,0
2703000,2,1,2.36649,0
2704000,0,1,0.620821,0
2705000,1,1,0.34242,0
2706000,0,1,0.701165,0
2707000,0,1,0.209361,0
2708000,0,1,0.123838,0
2709000,0,1,0.123838,0
2710000,1,1,0.157054,0
2711000,0,1,0.0567044,0
2712000,1,1,0.646582,0
2713000,0,1,0.646582,0
2714000,0,2,0.646582,0
2715000,1,2,0.646582,0
2716000,0,2,0.182633,0
2717000,1,2,0.205838,0
2718000,1,2,1.07005,0
2719000,0,2,0.986364,0
2720000,1,2,0.267982,0
2721000,1,2,0.267982,0
2722000,0,2,1.37876,0
2723000,0,2,1.36536,0
2724000,0,2,1.36536,0
2725000,1,2,1.62707,0
2726000,1,2,1.03197,0
2727000,1,2,0.92766,0
2728000,0,2,0.868613,0
2729000,3,2,0.868613,0
2730000,1,2,0.868613,0
2731000,1,2,1.70103,0
2732000,1,2,1.91991,0
2733000,1,2,1.40581,0
2734000,2,2,1.63124,0
2735000,0,2,1.26493,0
2736000,0,2,0.688567,0
2737000,1,2,1.31531,0
2738000,1,2,1.10326,0
2739000,0,2,0.664434,0
2740000,0,2,1.89931,0
2741000,2,3,1.20277,0
2742000,3,2,0.697335,0
2743000,2,2,1.54645,0
2744000,1,3,1.07467,0
2745000,0,2,0.338542,0
2746000,0,2,2.17912,0
2747000,0,2,2.17912,0
2748000,1,3,-0.148821,0
2749000,0,4,-0.0827222,0
2750000,0,3,0.663855,0
2751000,2,3,0.663855,0
2752000,1,3,0.663855,0
2753000,0,4,0.663855,0
2754000,0,3,0.663855,0
2755000,0,4,1.38762,0
2756000,1,3,1.38762,0
2757000,1,3,1.38762,0
2758000,0,3,1.53506,0
2759000,0,3,2.6883,0
2760000,0,4,2.6883,0
2761000,1,5,1.20146,0
2762000,2,4,2.35115,0
2763000,2,3,2.35377,0
2764000,1,3,1.75269,0
2765000,0,3,1.75269,0
2766000,0,3,1.72429,0
2767000,0,3,1.72429,0
2768000,0,3,1.67743,0
2769000,2,2,0.970603,0
2770000,0,2,1.23713,0
2771000,0,3,1.40754,0
2772000,2,2,1.40754,0
2773000,0,2,0.77105,0
2774000,3,2,0.630274,0
2775000,0,2,0.852079,0
2776000,0,2,0.902854,0
2777000,1,2,0.285851,0
2778000,1,3,0.24457,0
2779000,0,2,0.24457,0
2780000,0,2,1.16034,0
2781000,0,2,1.16034,0
2782000,0,3,0.273314,0
2783000,1,2,0.273314,0
2784000,0,2,1.43456,0
2785000,0,2,1.43456,0
2786000,0,2,0.724455,0
2787000,0,2,1.85168,0
2788000,1,2,1.21378,0
2789000,0,2,1.21378,0
2790000,0,2,1.21378,0
2791000,0,2,1.77093,0
2792000,0,2,1.88746,0
2793000,0,2,0.628719,0
2794000,0,3,1.75397,0
2795000,3,3,1.49574,0
2796000,0,2,1.49574,0
2797000,1,2,1.54258,0
2798000,1,2,1.54258,0
2799000,0,2,1.54258,0
2800000,1,2,1.38701,0
2801000,2,2,1.38701,0
2802000,0,3,1.38701,0
2803000,0,2,0.747454,0
2804000,0,2,1.22499,0
2805000,1,2,0.849614,0
2806000,0,2,1.4448,0
2807000,1,2,0.427585,0
2808000,0,2,1.32083,0
2809000,1,4,1.32083,0
2810000,2,2,0.253329,0
2811000,1,2,1.10563,0
2812000,1,2,0.695791,0
2813000,0,2,1.43363,0
2814000,0,2,1.01945,0
2815000,0,3,1.01945,0
2816000,0,2,1.01945,0
2817000,1,2,1.01945,0
2818000,1,2,0.619993,0
2819000,0,2,-0.105648,0
2820000,1,2,0.756737,0
2821000,3,2,0.756737,0
2822000,2,2,0.65107,0
2823000,2,3,-0.170054,0
2824000,2,2,0.987732,0
2825000,2,2,0.478097,0
2826000,0,2,0.580347,0
2827000,0,2,0.580347,0
2828000,0,3,0.580347,0
2829000,1,2,1.32398,0
2830000,1,2,1.32398,0
2831000,1,2,1.32398,0
2832000,2,2,1.92749,0
2833000,4,2,1.92749,0
2834000,3,2,1.85954,0
2835000,1,2,1.1375,0
2836000,1,2,1.64571,0
2837000,5,2,1.64571,0
2838000,1,2,0.708131,0
2839000,1,2,0.685692,0
2840000,0,2,0.685692,0
2841000,1,2,1.0931,0
2842000,0,3,1.40804,0
2843000,0,2,0.878624,0
2844000,2,3,-0.282391,0
2845000,0,2,0.573971,0
2846000,0,2,0.925372,0
2847000,1,2,-0.284534,0
2848000,2,2,-0.122914,0
2849000,1,3,-0.122914,0
2850000,1,2,-0.122914,0
2851000,0,2,-0.122914,0
2852000,0,2,0.62888,0
2853000,1,3,0.283249,0
2854000,1,2,0.490467,0
2855000,0,2,0.490467,0
2856000,0,2,0.59628,0
2857000,0,2,0.59628,0
2858000,1,2,0.610543,0
2859000,2,2,0.30124,0
2860000,1,2,0.30124,0
2861000,0,2,0.30124,0
2862000,0,2,0.30124,0
2863000,1,2,0.30124,0
2864000,1,2,0.0108777,0
2865000,1,2,0.150728,0
2866000,0,2,-1.02321,0
2867000,3,2,-1.02321,0
2868000,0,2,0.85388,0
2869000,1,4,0.85388,0
2870000,0,2,0.213576,0
2871000,1,1,-0.747621,0
2872000,1,1,0.245234,0
2873000,0,1,1.12906,0
2874000,1,2,-0.455509,0
2875000,0,1,-0.455509,0
2876000,2,2,1.01609,0
2877000,0,2,1.01609,0
2878000,0,1,1.01609,0
2879000,1,1,0.362293,0
2880000,0,1,0.362293,0
2881000,0,1,0.733109,0
2882000,1,1,0.597465,0
2883000,2,1,0.907855,0
2884000,2,1,0.153734,0
2885000,0,1,0.470211,0
2886000,0,1,-0.571138,0
2887000,2,1,-0.515572,0
2888000,1,1,0.784008,0
2889000,0,1,0.0335942,0
2890000,1,1,0.974114,0
2891000,3,1,0.974114,0
2892000,1,1,0.45517,0
2893000,0,1,-0.651553,0
2894000,1,1,-1.27581,0
2895000,0,1,0.363322,0
2896000,0,1,1.37272,0
2897000,0,1,-0.980387,0
2898000,0,1,-0.980387,0
2899000,1,1,-1.17545,0
2900000,0,1,0.0800793,0
2901000,0,2,0.540357,0
2902000,1,1,-0.022379,0
2903000,1,1,0.0930246,0
2904000,0,1,0.327642,0
2905000,0,2,1.12245,0
2906000,0,2,0.958114,0
2907000,0,2,0.589178,0
2908000,0,1,0.589178,0
2909000,0,1,0.589178,0
2910000,0,1,0.701062,0
2911000,0,1,0.618237,0
2912000,1,1,1.05487,0
2913000,0,1,1.05487,0
2914000,0,1,0.652241,0
2915000,0,1,0.652241,0
2916000,1,1,0.38666,0
2917000,1,1,-0.496533,0
2918000,0,2,0.584532,0
2919000,0,2,0.584532,0
2920000,1,1,0.359234,0
2921000,0,1,-0.993987,0
2922000,0,1,-0.0415647,0
2923000,0,1,0.738478,0
2924000,1,1,0.738478,0
2925000,0,1,0.694549,0
2926000,0,1,1.17853,0
2927000,2,1,0.589022,0
2928000,0,1,1.51117,0
2929000,0,1,0.143434,0
2930000,0,1,1.45564,0
2931000,0,1,1.47285,0
2932000,2,1,1.47285,0
2933000,0,1,2.1351,0
2934000,0,1,1.83334,0
2935000,1,1,0.897187,0
2936000,1,1,0.897187,0
2937000,0,3,0.111885,0
2938000,0,1,0.824532,0
2939000,1,1,0.295764,0
2940000,0,1,0.295764,0
2941000,0,1,0.295764,0
2942000,0,1,0.344821,0
2943000,0,1,0.828184,0
2944000,1,1,1.05844,0
2945000,0,1,1.05844,0
2946000,0,1,0.705366,0
2947000,0,1,0.386408,0
2948000,0,1,0.386408,0
2949000,1,1,-0.177691,0
2950000,2,1,-0.177691,0
2951000,0,1,0.520678,0
2952000,1,2,0.379931,0
2953000,1,2,0.407623,0
2954000,1,1,0.508823,0
2955000,3,1,0.974787,0
2956000,2,1,-0.823247,0
2957000,0,1,-0.670439,0
2958000,0,2,-0.425902,0
2959000,1,1,-1.19575,0
2960000,0,1,0.798436,0
2961000,0,1,-0.694054,0
2962000,0,1,-0.694054,0
2963000,0,2,-0.694054,0
2964000,1,1,-0.694054,0
2965000,1,1,-0.733063,0
2966000,2,1,-0.733063,0
2967000,0,1,0.515468,0
2968000,3,1,-1.28098,0
2969000,1,1,-0.664918,0
2970000,0,1,-0.20309,0
2971000,0,1,-0.20309,0
2972000,2,1,-0.0786868,0
2973000,0,1,0.54774,0
2974000,0,1,1.4744,0
2975000,0,2,0.160497,0
2976000,1,1,0.160497,0
2977000,0,1,0.160497,0
2978000,2,2,0.160497,0
2979000,0,1,0.160497,0
2980000,0,1,-0.0598772,0
2981000,0,1,0.364137,0
2982000,0,1,0.419652,0
2983000,0,1,-0.598389,0
2984000,0,1,0.934094,0
2985000,0,1,0.155247,0
2986000,1,2,-0.031446,0
2987000,0,1,0.940253,0
2988000,1,1,1.50376,0
2989000,0,1,0.135645,0
2990000,0,1,0.852626,0
2991000,0,1,1.00004,0
2992000,0,1,-0.360299,0
2993000,0,1,1.09018,0
2994000,0,1,1.09018,0
2995000,0,2,0.439304,0
2996000,0,1,0.0112892,0
2997000,0,1,0.289023,0
2998000,1,1,0.868853,0
2999000,0,1,-0.913822,0
3000000,1,1,0.816417,0
3001000,0,2,0.680683,0
3002000,0,2,0.683873,0
3003000,0,1,-0.0916709,0
3004000,0,1,0.63152,0
3005000,0,1,0.245423,0
3006000,0,1,-0.341021,0
3007000,0,1,-0.553109,0
3008000,0,1,-0.553109,0
3009000,1,1,-0.553109,0
3010000,0,1,1.07743,0
3011000,2,2,-0.558588,0
3012000,1,1,1.2993,0
3013000,0,1,0.283393,0
3014000,0,1,-0.384439,0
3015000,0,3,-0.384439,0
3016000,1,2,-0.312141,0
3017000,0,1,-0.312141,0
3018000,0,1,-0.497897,0
3019000,0,1,-0.497897,0
3020000,3,2,-0.155632,0
3021000,0,2,-1.34631,0
3022000,1,1,-1.34631,0
3023000,0,2,-2.58602,0
3024000,0,1,-2.58602,0
3025000,1,1,-1.84207,0
3026000,0,2,-1.14079,0
3027000,0,2,-1.48859,0
3028000,0,1,-2.58224,0
3029000,0,1,-2.44642,0
3030000,0,2,-1.20047,0
3031000,0,2,-0.862516,0
3032000,0,1,-1.84481,0
3033000,0,1,-1.53352,0
3034000,1,1,-1.7121,0
3035000,0,1,-1.91967,0
3036000,0,1,-1.91967,0
3037000,1,1,-2.60504,0
3038000,0,1,-1.8953,0
3039000,0,1,-1.8953,0
3040000,2,1,-2.02743,0
3041000,0,1,-1.35053,0
3042000,0,1,-1.35053,0
3043000,0,1,-1.35053,0
3044000,1,1,-1.59637,0
3045000,0,1,-1.08731,0
3046000,0,2,-2.25587,0
3047000,0,1,-1.82653,0
3048000,0,1,-1.94984,0
3049000,0,1,0.191507,0
3050000,0,1,-0.361555,0
3051000,2,1,-0.361555,0
3052000,1,1,-0.475728,0
3053000,1,1,-0.131291,0
3054000,0,1,-1.75112,0
3055000,0,1,-0.669244,0
3056000,1,1,-1.28956,0
3057000,1,1,-1.28956,0
3058000,0,2,-2.26141,0
3059000,2,1,-2.26141,0
3060000,0,1,-2.54184,0
3061000,1,1,-2.54184,0
3062000,0,2,-2.91251,0
3063000,1,2,-1.88563,0
3064000,0,1,-1.81004,0
3065000,0,1,-1.00764,0
3066000,0,1,-0.767423,0
3067000,0,1,0.217776,0
3068000,1,1,-0.436467,0
3069000,0,1,-1.29497,0
3070000,0,1,-0.093383,0
3071000,0,1,-0.867362,0
3072000,0,1,-0.650781,0
3073000,1,2,-1.48587,0
3074000,1,2,0.169379,0
3075000,0,1,0.468294,0
3076000,0,1,-0.302818,0
3077000,0,1,0.423853,0
3078000,0,1,0.670932,0
3079000,0,1,0.704909,0
3080000,0,1,0.4774,0
3081000,0,1,0.275913,0
3082000,0,1,0.107005,0
3083000,0,1,0.107005,0
3084000,1,2,-0.0112637,0
3085000,1,1,0.0357053,0
3086000,2,2,0.378103,0
3087000,0,1,0.378103,0
3088000,0,1,0.26595,0
3089000,0,1,1.20834,0
3090000,0,1,1.20834,0
3091000,0,1,0.634078,0
3092000,0,2,0.969627,0
3093000,0,1,0.969627,0
3094000,1,1,0.743709,0
3095000,0,1,-0.044736,0
3096000,0,1,0.705397,0
3097000,0,1,2.12447,0
3098000,0,1,1.09266,0
3099000,0,2,1.09266,0
3100000,0,1,1.13241,0
3101000,0,2,1.67881,0
3102000,0,1,1.67881,0
3103000,0,1,2.14011,0
3104000,1,2,2.24735,0
3105000,0,1,1.74592,0
3106000,0,1,0.824584,0
3107000,1,1,1.2925,0
3108000,0,1,0.278899,0
3109000,0,1,0.608914,0
3110000,1,1,1.71364,0
3111000,0,1,-0.339574,0
3112000,1,1,-1.21306,0
3113000,0,1,1.49637,0
3114000,0,2,0.406961,0
3115000,0,1,1.63113,0
3116000,0,1,0.615721,0
3117000,2,1,0.615721,0
3118000,0,2,0.615721,0
3119000,0,1,0.615721,0
3120000,0,2,1.00835,0
3121000,0,1,0.0789382,0
3122000,0,1,0.0789382,0
3123000,0,1,0.851679,0
3124000,1,2,0.4561,0
3125000,0,1,0.4561,0
3126000,1,1,0.391279,0
3127000,1,1,0.331557,0
3128000,2,2,0.331557,0
3129000,0,1,0.331557,0
3130000,1,1,0.932201,0
3131000,3,1,1.61224,0
3132000,0,1,-0.534474,0
3133000,0,1,-0.0408375,0
3134000,1,1,0.0330826,0
3135000,0,1,-0.176591,0
3136000,0,1,-0.740206,0
3137000,0,1,0.0945229,0
3138000,1,1,1.40617,0
3139000,1,1,1.07739,0
3140000,0,1,1.13585,0
3141000,1,1,0.884259,0
3142000,0,1,0.956503,0
3143000,0,1,-0.378446,0
3144000,0,1,1.62705,0
3145000,0,1,-0.129184,0
3146000,0,1,-0.129184,0
3147000,0,1,-0.150459,0
3148000,0,1,0.274031,0
3149000,0,1,0.274031,0
3150000,0,1,0.274031,0
3151000,2,2,0.152556,0
3152000,0,3,0.582528,0
3153000,0,2,0.582528,0
3154000,2,1,-0.0241084,0
3155000,2,1,1.50119,0
3156000,1,1,1.66502,0
3157000,2,1,0.712991,0
3158000,2,1,1.27314,0
3159000,0,1,1.02689,0
3160000,0,1,1.01764,0
3161000,0,1,1.18996,0
3162000,0,1,1.49542,0
3163000,1,1,1.18253,0
3164000,0,1,0.496047,0
3165000,1,1,0.496047,0
3166000,0,1,0.631476,0
3167000,0,1,0.957967,0
3168000,1,1,0.877845,0
3169000,0,1,0.886475,0
3170000,1,2,0.886475,0
3171000,0,1,-0.0577311,0
3172000,0,1,-0.0577311,0
3173000,0,1,0.887426,0
3174000,0,1,1.60572,0
3175000,0,1,1.60572,0
3176000,0,1,0.454744,0
3177000,0,1,0.454744,0
3178000,1,1,0.942833,0
3179000,2,1,0.942833,0
3180000,1,1,1.34811,0
3181000,0,1,1.34811,0
3182000,0,1,1.16727,0
3183000,0,1,1.16727,0
3184000,1,2,2.35568,0
3185000,1,1,0.654813,0
3186000,0,1,1.65369,0
3187000,0,1,2.21754,0
3188000,0,1,1.84292,0
3189000,0,1,1.94607,0
3190000,0,2,0.792834,0
3191000,0,1,1.38409,0
3192000,0,1,1.96234,0
3193000,1,1,0.747442,0
3194000,2,1,0.747442,0
3195000,0,1,2.18582,0
3196000,0,1,0.785087,0
3197000,0,1,0.785087,0
3198000,0,1,-0.21379,0
3199000,1,1,-0.21379,0
3200000,2,2,0.352665,0
3201000,1,1,1.91093,0
3202000,1,1,1.91093,0
3203000,3,2,1.91093,0
3204000,3,1,1.91093,0
3205000,2,1,1.91093,0
3206000,3,1,1.61943,0
3207000,2,1,-0.821195,0
3208000,0,2,1.47615,0
3209000,0,1,1.52515,0
3210000,2,1,1.18224,0
3211000,1,1,0.352024,0
3212000,0,1,1.33175,0
3213000,0,1,1.10192,0
3214000,0,2,0.737706,0
3215000,0,2,-0.167486,0
3216000,1,1,-0.167486,0
3217000,1,1,0.00663501,0
3218000,1,1,0.00663501,0
3219000,0,1,0.00663501,0
3220000,1,1,0.00663501,0
3221000,1,1,1.05445,0
3222000,0,1,0.87932,0
3223000,0,1,0.348721,0
3224000,0,2,0.900902,0
3225000,1,1,0.100706,0
3226000,0,1,0.100706,0
3227000,0,1,0.531236,0
3228000,3,3,0.677663,0
3229000,0,1,1.55481,0
3230000,2,1,-0.545758,0
3231000,0,2,-0.545758,0
3232000,1,2,0.280093,0
3233000,0,2,0.280093,0
3234000,0,1,0.280093,0
3235000,0,1,0.230712,0
3236000,0,2,0.0423757,0
3237000,3,3,-0.344196,0
3238000,1,2,-0.531589,0
3239000,3,2,-0.598695,0
3240000,1,2,-0.598695,0
3241000,0,2,-0.0661625,0
3242000,0,2,0.424866,0
3243000,0,2,-0.224013,0
3244000,0,2,-0.224013,0
3245000,2,1,-0.336334,0
3246000,0,1,-0.336334,0
3247000,0,1,-1.13187,0
3248000,1,1,-1.13187,0
3249000,1,2,-0.682314,0
3250000,0,1,-0.682314,0
3251000,1,2,-0.682314,0
3252000,1,1,-0.682314,0
3253000,0,1,0.740573,0
3254000,1,1,0.718714,0
3255000,1,4,-0.367726,0
3256000,0,1,0.497608,0
3257000,1,1,-0.0478459,0
3258000,0,2,-0.106854,0
3259000,0,1,-0.106854,0
3260000,1,1,-0.238866,0
3261000,0,1,-0.683336,0
3262000,0,1,-0.683336,0
3263000,1,1,-0.683336,0
3264000,0,1,0.181677,0
3265000,0,1,0.489755,0
3266000,1,2,-0.032437,0
3267000,0,3,-0.417434,0
3268000,0,1,-0.231132,0
3269000,1,1,-0.231132,0
3270000,0,1,-0.231132,0
3271000,0,1,-0.231132,0
3272000,2,2,-0.231132,0
3273000,1,1,-0.231132,0
3274000,1,1,-0.773439,0
3275000,0,1,-0.479952,0
3276000,3,1,-0.479952,0
3277000,1,1,-0.479952,0
3278000,1,2,-0.479952,0
3279000,1,2,-1.3631,0
3280000,0,1,-1.3631,0
3281000,0,1,-1.26113,0
3282000,1,2,-1.05696,0
3283000,0,1,-1.68457,0
3284000,0,2,-0.947583,0
3285000,0,1,-1.44423,0
3286000,0,1,-1.54045,0
3287000,0,2,-1.54045,0
3288000,0,1,-0.628865,0
3289000,2,1,-0.71971,0
3290000,0,1,-1.18154,0
3291000,0,2,-1.26259,0
3292000,0,3,-1.26259,0
3293000,0,1,-1.26259,0
3294000,1,2,-0.295652,0
3295000,0,3,-0.295652,0
3296000,2,2,-0.295652,0
3297000,1,1,-1.1008,0
3298000,0,1,-0.82871,0
3299000,0,1,-0.803617,0
3300000,0,1,-1.75231,0
3301000,0,1,-1.75231,0
3302000,0,2,-1.44558,0
3303000,0,1,-1.41616,0
3304000,0,1,-0.701393,0
3305000,0,1,-0.20306,0
3306000,0,1,-1.12335,0
3307000,1,1,-1.1263,0
3308000,1,1,-1.46119,0
3309000,0,2,0.331505,0
3310000,1,1,0.331505,0
3311000,0,1,-0.490544,0
3312000,0,1,0.478609,0
3313000,0,2,-0.148941,0
3314000,6,1,0.395638,0
3315000,2,1,1.22802,0
3316000,1,1,0.909177,0
3317000,1,2,0.909177,0
3318000,0,2,0.909177,0
3319000,0,2,0.61815,0
3320000,0,2,-0.0147774,0
3321000,0,1,-0.120157,0
3322000,0,2,-0.242476,0
3323000,2,1,1.06399,0
3324000,0,1,1.06399,0
3325000,1,1,1.32323,0
3326000,2,2,1.32323,0
3327000,3,2,0.816335,0
3328000,2,3,1.21878,0
3329000,2,2,1.00971,0
3330000,5,1,0.834085,0
3331000,0,1,1.15889,0
3332000,0,1,-0.505219,0
3333000,1,1,2.02228,0
3334000,1,1,1.29468,0
3335000,0,1,0.615378,0
